"","abortus","aktivist","aktivizam","atraktivna","autoritet","bogat","bolest","bordel","brak","budizam","dama","delirij","devijacija","devijantno","diskriminacija","djevojka","drolja","etika","fantazija","feministkinja","feminizam","flerta","genitalije","genitalni","glamurozna","glava","gospodin","gospodina","grijeh","harem","heteroseksualac","hijerarhija","hinduizam","hiv","homofobija","identitet","imaginarno","incest","islam","jednakost","judaizam","karijera","kastracija","klopka","kontracepcija","kurva","legalizirati","lezbijka","lgbt","lijepa","ljubav","lopta","mafija","majka","matematika","medvjed","miraz","moda","naknada","napad","napustiti","nasilje","nebo","nelagoda","nemoralno","nenormalna","neprirodno","nered","netolerancija","nevidljiva","nevidljivost","obitelj","obrazovanje","obrnuto","okrivljavanje","orgija","osuditi","otac","plodno","plodnost","ponos","porno","pornografija","poslodavac","pravda","preljub","prirodno","pristanak","privilegija","proganjanje","promet","prostitucija","prostitutka","queer","radikalno","radnik","raj","razvod","religija","religiozan","represija","rod","roditelj","roditeljstvo","sakrament","samosvijest","savjetovanje","segregacija","seks","seksi","seksizam","seksualno","seksualnost","sentimentalna","sida","silovanje","slatko","sleng","spasenje","sport","stabljika","status","stav","stereotip","tijelo","tranzicija","ubojstvo","ugnjetavanje","uloga","umjetnost","uvreda","uvredljivo","uznemiravanje","vagina","varanje","vodstvo","vrag","zamjenica","zamka","zaposlenik","zina","zlo","zlostavljanje"
"grijeh",0.034970391537747,0.094633916001342,0.150477684624478,0.0454672991673756,0.210250106356059,0.112973990810336,0.171444218024865,0.0849853529370639,0.319351692430197,0.00287580076013481,-0.0229607700040357,0.177055183196268,0.0123773095712589,-0.0553590342971079,0.120358539548778,0.00899115752691095,0.0138949389357343,0.0265046033826411,0.0305774610885499,0.0156328528898708,0.103002352876318,-0.070903007104331,0.0271591796483943,0.0675535568220176,-0.0447831100666312,0.00625667383814456,0.0926860709810682,0.0331762353820109,1,0.123254920180297,0.114579562600215,0.0600714900522831,0.126313518466469,0.0862106745340269,0.214602266633411,0.151545730435511,0.00763324963815833,0.309896033488022,0.204032561612814,0.100247477537283,0.134451920247775,-0.0467186541796499,0.108438723340854,0.0348623670949629,0.0591038244666243,0.0855349246829933,0.102487449046737,0.049933815484958,0.0661490255900256,0.0468215419094628,0.258648354098274,-0.0354298410592117,-0.021935160326231,0.134387916307437,0.0153713501869639,0.155809832635226,0.192403250642917,0.00320065781162392,0.0234531436578594,0.0814910470939945,-0.0224188529781298,0.239507670755423,0.10684025350072,0.0563219047018215,0.210654480971029,0.021213647681955,0.152484037575939,0.188200044861427,0.195945747859167,0.0897868926863738,0.0222710249783439,0.0602643737166917,-0.00553278669192202,0.0158486657687659,0.119728339316109,0.0362429986690096,0.186918671521283,0.304681353009045,0.127288475119828,0.0669407150951474,0.351771946085141,-0.0874016079983943,0.0386629675730688,0.149503360355881,0.153095664810645,0.399456182671793,0.197575018042338,0.0565102504701456,0.0989247782695949,0.0388609092667989,-0.0474270763571029,0.114976471704829,0.0311208168462884,-0.033557116955189,0.0117178929903882,0.0671229683275796,0.218414885731464,0.164597518284166,0.212658674524,0.0994595322260897,0.131995978216496,0.196115997863631,0.228923020908711,0.000164797438517539,0.171538959993272,0.0487411648614089,-0.0715721138572372,0.0979952980517835,0.21449021550853,0.000246963040127588,0.193956965772241,0.109309106264986,0.221018406201121,0.0972444409594698,-0.0243365599338989,0.150618072666942,0.0931360772182302,0.0825441633959097,0.231861112961049,0.0584055976217511,0.0166095502099841,0.00828661807045216,0.17361330302571,0.194702648416319,0.0659935335088824,-0.0123746218319915,0.205502067934036,0.20881144506305,-0.0648717461369733,0.0382134106290815,0.185981210938283,0.135291039249356,0.0742769864268337,0.0222247383495996,0.061757417554584,0.0500758085625584,0.287793315898495,-0.0403281799758932,0.0705750081516935,0.0343123595822313,0.038380699353716,0.285471263891348,0.130051566074378
"harem",0.0372076328128442,0.123671717952794,0.0623125678751754,-0.0450725466366385,0.0994708174922635,0.150439504295466,0.0131195142539813,0.109799930189637,0.170128281365978,0.00433315674666671,0.0395908880386818,-0.07635477195594,0.00175815094986537,-0.0107299428920673,-0.0843824087857407,-0.032021903271397,-0.00981847058835152,-0.0320240216088607,-0.0498163284826044,-0.00516673312350906,0.0581787015510382,-0.0897471021792844,0.0217096868339275,0.00253837184322972,0.15802630011079,0.0311381122212273,0.0257158161404325,0.0211911153566618,0.123254920180297,1,-0.0771289869903781,0.0580614630210881,-0.00938065478259979,-0.00510596837032584,0.0161448144294126,0.145711269413635,-0.0236707071511496,-0.0142789540534595,-0.038820966705628,0.0931236267447956,-0.034950477264671,0.0612670721526704,-0.125289119561023,0.0743031938061112,-0.0928711774992255,0.0490053255382867,0.0237786487645834,-0.0212654248967674,-0.104133173603967,0.0831328034164796,0.0751060859351673,-0.0506323819257792,-0.0432539012626998,0.0764151720655577,-0.000523469853765941,0.027247308665953,0.176683408651663,-0.040484128737309,-0.0364399977259199,0.0722071760858031,-0.00122253808877647,-0.00664963598350802,0.0203232070204705,-0.0247357359631246,0.0175534286390945,-0.0871855459005569,-0.00738348070363657,0.128672494464863,-0.0752671930208998,0.0273043007113826,0.0822079510890851,0.0904909314503942,0.00124468014724007,-0.156321538326703,-0.0886112115115555,-0.0368924826170779,-0.0413880743243847,0.183600040394518,0.00492509111025568,0.0659888422705167,0.135157267397375,-0.0234784305545849,0.0277888628978024,0.00909331186664031,0.0392483249334242,0.0695737279882599,0.047887573880785,0.0785440469490768,-0.0273957910225733,-0.0155893184064885,0.0359592970266523,0.027200423669461,0.0956212335255957,-0.029150432752283,-0.0073809619939707,0.00346180645634197,0.132846836428889,0.187453567038655,-0.00568845213393873,0.0320410561264471,0.0570954580032729,0.140741628110225,0.0515395873765406,0.0187270600529483,0.162721337232487,0.00348528085637487,-0.00888598189594345,0.00896113521894816,0.00556574266914382,-0.0365346329110052,0.0888187705110288,0.0575715536354638,-0.000248699132266602,0.00015144870256211,-0.0369748435362607,-0.0595248061534532,0.0908253630972388,0.0793631441794419,0.0367832011089371,0.111943075192193,-0.0987942878353535,0.154850452599744,0.152344616750951,0.0561227954350878,0.0137828312362764,0.0507022021819354,-0.0300451436490122,0.0353945073665411,-0.0286136201053983,-0.0267792988466819,0.0512450183235919,-0.0967006772580137,0.100238024779976,0.104537073125333,-0.00883741180533763,0.0234344894045648,0.0188722190373268,-0.0430930625682011,0.0429941885323449,0.0299542168742988,0.0181673443334461,-0.0254580313679938,-0.00303291767012614
"heteroseksualac",0.0537474071753024,-0.00881393925984301,-0.00304286439250255,0.119692441692017,0.0645182732169886,0.094866400780238,-0.0538704497164328,-0.0728854058387784,0.0960584592384923,0.00961840142634578,-0.0225612796027856,0.0291700492835729,-0.0578706868677601,-0.0149261215631121,0.0103654792640298,0.0845261410496325,0.0353785497433796,-0.0393315540520361,-0.0144178578606622,0.069237120815307,-0.059702682325238,0.0376977000354098,0.011240308512378,-0.0543121129339028,0.0299668975388917,-0.0462578845151976,0.0772706112569239,-0.021198549976606,0.114579562600215,-0.0771289869903781,1,0.0240988617345878,-0.0136831282330227,-0.0341135342414009,0.046359124703173,-0.00854409596386608,0.010915081086067,0.0988718884197517,0.0208468540198211,0.0168920721758935,-0.0499224701621995,0.0657185483115351,0.071992332190794,0.0286450247051731,-0.0636026698995831,0.0968363062133912,-0.0102568289017643,0.227865648199165,0.021996819213615,0.0641128595833767,0.00139518167432245,-0.0283749759474945,-0.0048745586288377,0.0425434968768087,-0.00947839303477149,0.0542941585073768,0.0460729005824277,-0.0944865503801316,-0.0142659800549428,0.011439901936591,-0.00742823952838282,0.0888880426432034,-0.0110666725909424,-0.0340577286161348,0.0854076697351458,0.00156560049346439,0.0654808952584566,0.00531271472820776,0.0514749763835302,0.0552807785433176,-0.0393632803302529,-0.0680100968036512,0.0104693183056077,0.157349062002608,0.0265052906318994,0.00654757890408068,0.054659072974831,0.141645346433988,0.000808567118003958,-0.0303268753343269,0.0137921684029132,-0.0857445422244529,-0.00873538582355597,0.0510719636006134,0.00592605669507828,0.00570084963745894,0.0235761195740092,-0.0161091986432033,-0.0646169291347169,-0.04633399502676,-0.071421523107926,0.0114614168383278,0.0590562896438011,0.00577144214068111,0.0136522537233665,0.0609426283254339,0.0416874647984028,0.00821884985897142,-0.0324124610122828,0.0161163861908448,0.0298534386788911,0.0731818246116331,0.0382150941835203,0.0837107430738931,-0.0607752746375631,-0.012530513391911,-0.0535202157130345,-0.112018488959071,0.131446247105066,0.0971930212490133,0.0324278513332346,-0.0011521137674484,0.127990676367475,-0.00585953757132688,-0.0255846882252014,0.00526487887206799,0.0137272871433181,0.0603374435221685,0.0455477846129659,0.199820285724916,-0.0450566595400504,0.0562949035918999,0.106996066490833,0.0634578682616214,-0.0520198084380888,-0.00665619056374372,0.0877026920331024,-0.0237053495554822,0.0308895835446163,0.0239990331444356,-0.0578659271710663,0.0271751978366722,-0.0153562356512755,0.0614136672544914,-0.00154070972780858,0.0368491692665919,0.0250226131900766,0.0411051962202573,0.0134003612485141,0.160996725514182,0.0112913319579987,0.106455807894516,-0.00496265315684167
"hijerarhija",-0.0635594673580568,0.177605930224755,-0.0339468395088543,0.139741717239871,0.157606410088651,-0.0621120726145306,0.184404474158727,0.0292355773142951,0.05892908993696,0.163783767075283,0.130434666329663,-0.0229862249865555,0.0139222913446994,0.00345755993167607,0.260862372815925,0.0841199954595628,0.0733636694973776,0.215840935112341,0.173960197732028,0.165968132235099,0.00140542155910974,-0.0684936679899821,0.00678432745473187,0.0625610572954392,0.0111075648396573,0.0194855748851188,-0.0491748656112901,-0.143079417905299,0.0600714900522831,0.0580614630210881,0.0240988617345878,1,0.125631662561189,0.0238814619961264,0.135229488904299,0.0425412430673395,0.0993301504746489,0.194618559947037,0.0982324644258817,0.292273278885122,0.108471893803765,0.0970739658517294,0.0513186837883782,0.192229595991062,0.183785639815624,0.0774718797922734,0.0732125518528692,0.101614940625152,0.0476772431988746,-0.00830284655726594,0.0647437393494296,0.0623928714110408,0.1583134801794,0.0429557076694123,0.236392854816074,0.0631521754470739,-0.139435519234545,0.141450388469774,0.10221670520958,0.0475604019169085,-0.0781758117206319,0.192168236691772,0.0171535032889883,0.0324048407961099,0.148717199026191,0.135821349198513,0.12888906505374,0.0894247434432458,0.193866133279117,0.127556330082728,0.127863227730295,0.0523943851337785,0.0344584070822569,0.0563193915982798,-0.0266474402585972,-0.0147887031549151,-0.0735258271662305,-0.0522856641116329,0.0425709772985734,0.0168785441715684,0.0547643153785045,-0.00492733805088796,0.115015263796198,-0.013182994808226,0.241454457419323,0.116579036457173,0.172327074414869,-0.0212763206716528,0.228546341632345,0.0120356401123463,0.0861083139023082,0.251382570272242,0.0827948304638298,0.105033225121967,0.171188441016659,0.0776229459620989,-0.0119602573562755,-0.0817942494514993,0.273600983408135,0.0244980521646538,0.158362564734202,0.0545370998398729,-0.00605483285593421,0.132216791260726,-0.0335754428120101,0.0624496086248082,0.0871851452833813,0.0529229473495554,-0.00070236860958275,-0.0342554862879651,0.0968029536694496,0.0645924889311068,0.174990083082491,0.0023152245631331,-0.0554360204722814,0.111867330948772,-0.0990449308589411,0.0537745543278636,-2.63692257737504e-05,0.0928092882189959,0.0285504388218755,0.136378085669057,0.157700792165206,0.145476452477235,-0.0747752288241786,0.0677844019038844,0.0176121279111336,0.0646851427791598,0.227630938553559,0.195136964112594,0.211391162061117,0.0565373403633835,0.00324993808026211,0.072576437758679,0.056993223601277,0.0055234365670416,0.0620214170678209,0.0358663794237795,0.141272184761975,0.0124272224341288,-0.0432211209962162,0.120576782764832,-0.0271843359252521
"hinduizam",-0.0387802979577506,0.170237565997495,0.141171852441655,0.0201565052561517,0.157498923196346,0.103101393347141,0.17520864525908,0.00136521095958284,0.120854274699636,0.31099086901659,-0.027153828783974,0.0715564895120068,0.0532852654929667,0.0102024232606521,0.144451519264417,-0.0287496015679121,0.00100970063097573,0.118245550251774,0.0872832983154936,0.0936421073822512,0.112353055620983,0.034554879579763,0.0124061640235494,0.0565047822798025,0.0050086796500997,-0.000452293560421222,-0.0355290462653256,-0.0298764446588838,0.126313518466469,-0.00938065478259979,-0.0136831282330227,0.125631662561189,1,0.126614438313026,0.0926293115779832,-0.00374844615142714,0.0819047798491871,0.116928254586384,0.348773626222,0.0329363000335116,0.333586849939661,-0.0173907410614888,0.0908060834450087,-0.054550229457143,0.0463535345454158,-0.0224714673750919,0.0821405114048972,0.0521225209790643,0.0859927041298881,-0.0143317806158331,0.0758247230857931,-0.0279834177052997,0.0251715095523789,0.0237286906364311,0.043676350739961,-0.129028874847025,-0.0407042707702452,0.00280299036330366,0.0192590942477583,0.0473896564825082,0.0747842013715824,0.154707235339651,0.0579537513845788,0.0490531271733895,0.127892565023007,0.033421967700208,0.124798906806981,-0.106614730681348,0.12472969085969,0.0653881608495076,0.11116204759621,0.0523276828823418,0.0845662251011201,0.0273469047731835,0.0655286537959801,0.017078234081771,-0.0213077994341667,-0.0138373254923441,0.101065431210688,0.0967968795519136,0.0963536653229839,0.00458959916298295,0.146035294385086,0.0241127000700382,-0.0171938097970424,0.0365999959814831,0.130527944483495,-0.0265062030801215,0.0633841532146564,0.0343912351082993,-0.00595355567160915,0.140593610202869,0.0140084757086929,-0.0233383233681866,0.0930839516981895,0.00182802147999535,0.0717737922488076,-0.0272405460740978,0.280487979003748,0.0762195854568875,0.104016119982855,0.0982687431638221,-0.0499535924877566,0.117504541590767,0.0504811262373847,0.128947461736397,0.0537121636204863,0.104581288478579,0.0191968087928837,-0.0568955584797526,0.102813731904997,0.046014988652558,0.156779477494299,0.00999478758473335,-0.0140577721292483,0.0918208106457883,-0.0189423991353675,0.124947890502143,0.141121321927001,0.0899335812739707,0.0668032151629972,0.0345044598661044,0.106174340052779,0.0962493490344888,-0.0377565374110429,-0.00311670009474298,-0.0376324286813664,0.140392372720796,0.0191633092080291,0.282520958978522,0.126873921290305,0.0154128614659168,0.0386997253390674,0.056285978168341,-0.00837608300657057,0.15922115804823,-0.000669887723410074,0.0270938532822837,-0.116568497533599,-0.107692824943198,0.0751010586541553,0.0708675998276783,0.0379124891190685
"hiv",0.136204132463866,0.0693035814187129,-0.0185496387418054,0.0476489512916315,0.08817292393453,-0.0119420230977354,0.357931799711582,-0.0739254476300844,0.123646856504747,-0.0109722853115127,0.0157900733724041,0.141989986384513,0.0155653969568683,0.0751632811224729,0.0463247543277529,0.0634957739078037,0.0980884148393078,0.000181415840943592,-0.07785447958245,0.0445871113923047,0.0936526458820459,-0.0303465872589872,0.0704187060820775,0.252781032851196,0.0416727285077007,0.00800997785842225,-0.0641583894070187,-0.0830040992282131,0.0862106745340269,-0.00510596837032584,-0.0341135342414009,0.0238814619961264,0.126614438313026,1,0.101112147977499,0.096333457429541,-0.030960242483154,0.0829669456086284,0.0440102497230452,0.0755088653155662,0.103885538321117,-0.0057829797354406,0.0658065833757266,-0.0637678806444262,0.0513966760864954,0.0734997361944331,0.106199061962195,0.141211317915947,0.0228784374957919,0.00305928509163607,-0.0250960603286023,-0.0662005301372357,0.0127087657872757,0.159083047935015,-0.0532339308525343,-0.0738938840733408,0.0191269779704548,-0.00826942297867248,0.0640585059494262,0.0166777164062858,0.0138549590430527,0.0622835339169654,-0.0638024112416792,0.0181876105002333,0.0768452021014501,0.157781994097495,0.000288163095714609,0.0824295896911187,0.0505772817627524,0.0694176827560722,0.0900375055503622,0.102984310768738,0.0646198678171317,-0.111667268566984,0.128558786271533,-0.0460486015871944,0.053409458295293,0.0329966965435896,-0.0448183348750489,0.206178017239304,-0.104389719636933,0.0571527815816881,0.0568180813917994,0.0920786919128081,-0.064805145399922,0.0930113887501375,0.0482775679780741,0.156849946542114,0.109739500727881,0.0914712863471451,0.0149721852309932,0.189643842414849,0.0858321348480483,0.0740200560299303,-0.0276498626947168,0.00312730655828308,-0.024115363772903,0.149552323557858,0.0541725020520763,-0.00285432213560272,0.0295526359564685,0.00375796567913313,0.119803310415111,0.0632438773378709,-0.0431460084265084,-0.0349495685123763,0.0510538366848332,0.0104825402158542,0.133436253328981,-0.0109337860066342,0.0796646632832787,0.127152079951819,0.0532938618940245,-0.0267523876080776,0.053664148934156,0.161386949414604,-0.0284323841049914,0.102500623334161,-0.0950711224422897,0.0503578461652458,0.0695592325742764,0.0653480148889967,0.0482025852073397,0.139772641582912,0.0135943560878847,0.0594994257268281,0.0895905139087063,0.0557540434480249,0.0525102459396479,0.00313427070956293,0.0660802147551249,-0.0029680618497117,0.11394369101081,0.0283309182364356,0.0289168764829768,-0.127225294717923,-0.114609724186653,0.0860593658741505,-0.00950742650603994,0.033532551609728,0.0572072170750135,-0.0116792986922282,0.12429455866193
"homofobija",-0.00318807457562483,0.0870590311791644,0.0474593843510303,0.139135210743835,0.0594505229804509,0.0539722075858755,0.184511985425183,-0.0948292689258077,0.1472181684309,0.0257229568777551,0.0459575221514234,0.198957982340128,0.0314164660477955,0.0884393612270774,0.215064044140551,0.117321962847519,0.0254589784616845,0.266967422016639,0.230471431347976,0.18039960880543,0.0433817598810085,0.00858903212693889,-0.0198292978834121,0.0448417258390753,0.0829422548021153,0.259503373661222,0.0512621980998224,-0.052984649454269,0.214602266633411,0.0161448144294126,0.046359124703173,0.135229488904299,0.0926293115779832,0.101112147977499,1,0.0472041811684484,0.052223997767001,0.150471922133889,0.15695688668973,0.205709978255749,-0.0617021815257459,0.132663783035867,0.155024315134335,0.0790896013910488,0.210626711758587,0.116858528615891,0.0977995172613014,0.135089815154874,0.0584202745256003,0.0590307674276644,0.212973007325861,0.163833425668826,0.0126457051333092,0.177029711554731,0.165485194328452,-0.0186731217665353,0.0110525856767361,0.0626215165605947,0.145007858991411,-0.0377168496033626,0.00587556901704384,0.202382202441492,0.11612691231163,0.0867897160863171,0.0840551190746514,0.0862411223924859,0.109398400663032,-0.0026578829936531,0.277673650194346,0.131347705701239,0.0802366869202826,0.00840982132352693,0.0438368443232133,0.0282164769309106,0.0748308619394355,0.00773468828300523,-0.00776504008580355,0.0284847060474103,0.143825422956274,0.129316985143027,0.0873292406984533,-0.00941143138639192,0.11906514059594,0.108165939119042,0.272617202503762,0.126790789891915,0.12032709176753,0.1316741016052,0.198818412410496,0.120695356717617,-0.156392887884998,0.138912058513584,0.0892123884602788,-0.00697847431923981,0.0407159901430474,-0.0593468545099967,-0.00456242960608316,0.0743284083292249,0.235137124652747,0.115587389792752,0.225291464699745,0.038559065273012,0.0537905919676483,0.0947227450280364,0.0900628238719706,0.0876253914149872,-0.0107015730773772,0.0968900130823208,0.0702538864646628,0.00273670924571327,0.1681978752521,0.165488819343788,0.170900673387457,0.0541122905920321,0.0165008539472865,0.0171043692837416,5.31091818198685e-06,-0.0201905457294802,0.0861352264441397,-0.060055231501244,0.0972792835904946,0.0216774473479794,0.116587699148838,0.0456046034683427,0.0280369094813664,0.205576123410952,0.033715682360456,0.160335973618923,0.177972821588051,0.0671835195101487,0.230634732953106,0.0465899861872333,0.0907787066626405,0.141264350948004,0.0215557913483886,0.00245454956645921,0.105117190318817,0.0451655417800604,0.00627892290045423,0.0156737434121131,0.0577569708492537,0.112608819847517,0.0984992772961632
"identitet",0.0564429971236312,0.0868732753492139,-0.0580617543527555,-0.0101958082018971,0.249481636406869,0.0383994486927337,0.0995756630854364,0.0830313764620462,0.260093896155471,-0.0495256257872236,-0.106584796975711,0.0503248702238465,0.00605888390298848,-0.0332310216138973,0.0315862972486351,-0.0370186811257451,-0.0642601849419254,0.0132424905047235,0.046654721025013,-0.120729978320912,-0.0208152389609913,-0.0948335182832655,0.0133810110750656,-0.0346451399486741,0.0181757914549421,-0.0494196908535006,0.0473022329221369,-0.0587282455538198,0.151545730435511,0.145711269413635,-0.00854409596386608,0.0425412430673395,-0.00374844615142714,0.096333457429541,0.0472041811684484,1,0.025283619990686,0.121737483737856,0.151600562839428,0.040755738086089,0.10524559436348,0.1245205880535,-0.0820420139568532,0.0689238567499932,-0.00163773301914819,-0.0794185896509875,0.0599557510235861,0.0069185335674579,0.035802820544827,-0.132269191546885,-0.0209298766765428,-0.132437221048124,0.142211011196246,-0.0103083899212616,-0.0477689434283922,-0.0101025954176375,0.202114625034303,0.0662806787006955,-0.0936172447589565,0.137781228865489,0.00673712296263521,0.0369847144369919,-0.0755108811366067,-0.0593683344314649,0.0442083296851626,0.032544196538847,-0.0258513480893326,0.0853092353180041,-0.101358338475781,0.00538997122770783,0.118749086205097,0.147275397077817,0.0272565108933997,-0.0555933907169877,-0.00582754469731094,-0.124682312292457,0.0135169492609365,0.264030008409178,-0.117170947285787,-0.0106148398524131,0.260339338687673,-0.0406115092005268,-0.0061426639810965,0.245252645790442,0.0497353780038438,0.106336684376819,0.0413080736104874,0.204499822600713,0.0404553238057887,0.0306928365617219,0.0758912353190499,0.0340829106762393,0.0122002485098032,-0.118201831762913,0.0921982687007058,0.0831033630270755,-0.023181186771653,0.113681689011323,0.0765605698805012,0.143940137794866,-0.0556476209306986,0.201184681562765,0.167308366565551,0.111247796828016,0.0359610025507192,0.0728940293373096,-0.00612329033917859,0.0220798403798354,0.0224047214679382,-0.0534278769823703,0.101128708180558,0.0511163621684223,0.080506573601324,-0.0615019863924471,-0.0493764272324262,0.0689670291859859,-0.184620274195518,0.0547251125717177,0.0186331499686072,0.0400169885238293,-0.0738148312355351,0.372593234128137,0.291690251469238,0.135144540556366,0.213333000002039,-0.0321931185204955,0.186168850186972,0.0625991958522352,0.11481288967729,-0.0422621041053776,-0.0713973323891562,-0.0424925466955376,-0.0122730301488914,-0.0526690414102459,0.0377412499348843,0.11092522609925,0.0861532188256281,-0.0143556127971412,-0.01930049131297,0.197009707258612,-0.0252856273930503,0.0586496769099744,0.0456733288671166
"imaginarno",0.0134126060710551,0.0281467171053949,0.0523884021581218,0.0128571753969854,0.080533729415829,0.124828924398915,0.0404348508724413,0.0415727226689007,0.0619603194309349,0.00475750463113778,-0.0627362330413688,0.0438968085694808,0.0551030424242973,-0.0140111989422891,0.0470597607507076,-0.0755181107508056,-0.0037647662962757,-0.0102160779660325,0.118144574961951,-0.0798651413918142,0.0547867422710288,0.115043903924395,0.128554017171915,0.0395608678674003,-0.0612453149090693,-0.0628940718157084,0.0337948230118663,-0.0136085111780803,0.00763324963815833,-0.0236707071511496,0.010915081086067,0.0993301504746489,0.0819047798491871,-0.030960242483154,0.052223997767001,0.025283619990686,1,0.0268767660122288,0.0182973524269979,0.108283032026615,-0.0189587914750383,-0.045012610301774,0.0318555175408825,0.0184122594081157,-0.0145435324561327,-0.0713326154373873,0.0498008833945081,-0.0358933276907625,0.0785014935247214,0.00120253978101625,0.00932466464954802,-0.0158637663653801,-0.0312514504604997,-0.0944226789395771,0.038042027275603,0.0569156433515113,-0.0440711861572253,-0.0437156880633049,0.0162561261642545,0.0599614238536635,0.0426180096204644,0.086559493100314,-0.0227359865675107,0.0258408782480356,0.137821349772711,0.0335416906039347,0.0703786691163686,0.0373768176275558,0.0182462767005832,0.0555983020818646,0.130046613923606,-0.0656949657504125,0.0310063507164868,0.136576801874608,0.0674718946535893,-0.0839208141395812,-0.0243284668310315,-0.104760027311703,0.00190553657999429,0.0907505561566331,-0.00331951697122685,0.104672615186219,0.0658461020350985,0.0448691428899722,-0.00651880166543568,0.101382393126836,0.118150240525198,-0.0259920401756568,0.00224525487707545,-0.0439953033128479,-0.046393319931038,0.0812052960406957,0.0159293257836303,0.00321731723272794,0.139189368350138,-0.00605677406639277,-0.0459366276463556,-0.0303976139733149,0.0285942002307715,0.0455672836309805,-0.0762864314923289,-0.0245959348221517,0.0341096460437359,0.0996442199010727,0.0473926802006777,0.0856742908605234,0.0815207357319368,0.0983171550379904,0.0689014038094287,0.0928726271329918,-0.0368692523682127,0.0855127540648054,0.121991609962474,0.00928743947774007,-0.124667494806524,-0.062288161524016,-0.00486154015747789,0.0541227787702679,0.0226184704376066,-0.0420234329877749,0.0577583903873953,0.0222330168612452,0.00946332268461621,0.0426085941300286,0.0432334077964561,-0.0640688670203774,0.063484453602419,0.078121303047918,-0.056369853786087,0.0989119809458856,0.0228943409595444,0.063767976741678,0.0229919134679376,0.0454538254384523,-0.0469951998533552,0.0922247664202559,0.0741376223770231,0.014696721870587,0.0549566714933181,0.0034686845912043,-0.0339340727335202,0.0831414263212234,-0.00168560786745285
"incest",0.054128457568469,0.0991826285778066,-0.0825194899466272,0.107463916387387,0.0830099177643588,-0.107333116147662,0.267108852995926,0.0216859839063556,0.151583564141211,-0.0411272810890259,0.00457201539065604,0.117598979972683,0.0340956809710613,0.048453052529082,0.250773948842092,0.0689652266896539,0.0525405400473248,0.0577639482604323,0.123275464529438,0.123431583268793,0.0774668546938623,-0.0369340154380962,-0.0450369568257199,0.0705447126082847,0.0661719317667686,-0.0251726998163839,0.057233927193016,0.042782050755057,0.309896033488022,-0.0142789540534595,0.0988718884197517,0.194618559947037,0.116928254586384,0.0829669456086284,0.150471922133889,0.121737483737856,0.0268767660122288,1,0.203779867475474,0.0934374909577954,0.0418166810764398,-0.0348889553924343,0.113539259458557,0.134913561947848,0.124840401746919,0.151394951235925,-0.037080486693955,0.134248671406168,0.0662133679017051,0.0234075909526695,0.0957355599121558,-0.0323491453903498,0.0713328630713061,0.125087061621995,0.0900368841047259,-0.0577559803971501,-0.0371891346296358,0.0669129482057339,0.0752924405796583,0.157299119907596,-0.0753848590729343,0.282420537771002,-0.0363204011803414,0.0818971813022736,0.203909856766401,0.122373409186251,0.0299390631136047,0.0372369172865875,0.25034695062881,0.0345659269618081,0.00706440196958636,0.06473152134331,0.0436682468249186,-0.0286972994174666,0.154519399103249,0.0399699624737939,0.105958369237027,0.042444062549789,0.0900951629053838,0.0346455579430499,0.0561106260945291,-0.0211398042313376,0.073346931319591,0.0727907359694261,0.0642691391801,0.310518160445648,0.0858218943743885,0.0401231244993244,0.0397706533623975,0.0670456318742234,0.016331755652457,0.164215495356317,0.11458701981722,0.0769336853896131,-0.0475019201198905,-0.000723951567725427,-0.00524957795517387,0.110325735885835,0.184914863747508,0.0784524405831596,0.188301106130078,0.105643916678235,0.114757911300591,0.136200682556526,-0.0415917433512189,0.00454898712410795,0.0104372220605374,0.0390705323301775,0.168793583454026,-0.0113392546305634,0.187772721469265,0.16455390992286,0.200951356717809,0.0442902327578095,0.0137728548399587,0.334220446471865,-0.00244978772823271,0.154297475370325,0.0236348182289036,0.0388080655779401,-0.0170079233143768,0.00354650742371611,0.0506243556468213,0.157876770947034,-0.050282110852776,0.0596562410568657,0.341102974234016,0.180549695657454,0.0655964271307222,0.061826902839476,0.0992873510310029,0.063300153145601,0.204216817624326,0.114623825150619,0.105027292656857,-0.0936123964465056,0.0278263966167432,0.165440653635525,0.150354110381816,0.0884080157977402,0.0720416907670936,0.138470498890574,0.257335337552818
