"","aborto","acecho","actitud","adulterio","afeminado","ama","amor","amour","anciano","andrógino","anormal","anticonceptivo","argot","arte","atractiva","atractivo","autoconciencia","autoridad","ball","barbie","bella","belleza","bitch","boda","boy","cant","carrera","cautivadora","chica","chillón","cielo","comportamiento","condena","condenar","coqueteo","crimen","cuerpo","culpa","dejar","delirio","demonio","deporte","divorcio","dote","drag","dramático","dulce","dulzura","educación","empleado","empleador","encantador","encantadora","engañar","ética","ex","familia","fecundidad","femme","garçon","gay","género","genital","gerente","harem","harén","hermafrodita","hombre","homicidio","honor","identidad","igualdad","imaginario","incomodidad","inmoral","intolerancia","invertido","jefe","jerarquía","joven","lady","legalizar","lgbt","liderazgo","madre","mafia","magnífico","mal","manera","maternidad","matrimonio","mujer","mutilación","natural","naturalización","ninfómana","orgullo","ortodoxo","padre","papel","paternidad","patriarcado","patron","perra","poder","porno","pornografía","privilegio","progenitor","pronombre","queer","radical","reglamentario","religion","religión","remuneración","rico","tallo","tortura","toxicidad","tráfico","traición","traicionar","trap","vagina","víctima","viejo","vih","violación","violence","violencia","vogue","zina","zorra"
"cant",0.0299967510907228,-0.0426682684171972,-0.105625891674337,-0.0345250941011684,-0.00712634930577148,-0.028173236555546,0.0237415767905011,0.0499175796048277,0.053036979729463,-0.0357815494247105,-0.0127906219687098,0.0276218625885079,0.0292854564974711,-0.00767990133653473,-0.0529263956500523,-0.0601005345366787,0.0166575808980309,-0.128803756137897,0.0380914357435682,0.0336189260506523,-0.0543399186962348,0.00908164319432948,0.0969289552877158,-0.0176132230157117,0.0249682984602261,1,-0.0239989635857327,0.032368353446747,-0.0168100848434621,0.0672774863538586,0.13128015426862,-0.0842362473412985,-0.104576114744843,-0.146658709913521,-0.0763680626086944,-0.0483898972451889,0.00506969381542809,-0.0314715961144493,-8.1248532619615e-05,0.0566876704518745,-0.0422281296991584,-0.0575950072571517,-0.0471862721281134,-0.108481460012257,0.0279783946502559,-0.099952181801044,0.0967959222245324,0.013351193013773,-0.0673434277694421,0.012782713657398,0.00566040203997238,-0.0463359156406803,0.0394479266931501,-0.0689900043723257,-0.0650839545046737,-0.0343154536628119,0.0154512541365298,0.0326940853323746,0.0974673643761166,0.0596155813899401,-0.0143227905970626,-0.0365790444617132,0.0820024615813291,0.0466490066419475,0.078374344297873,-0.0434933338099443,-0.00268789653718212,0.0285960512046666,-0.0468828711524895,0.0103033828936789,-0.0989590558790479,-0.0905146865402418,-0.0710858875864827,-0.0238865912268708,-0.0723897827076079,-0.0803471434106389,-0.0310571046149772,0.00383145788442809,-0.0922295874950431,-0.00786521083410089,0.0636724360408953,-0.00500027292022546,-0.00461527766462195,-0.040951758924584,0.0535384012069206,0.00774821502771962,0.0307217615545817,0.0481937483917897,0.03644045204028,0.02461996846532,-0.0546466834600576,-0.0568298127209315,-0.0589222201572326,-0.0552738069202709,-0.0137077634117498,0.00786092297077397,-0.0491018656206018,-0.000907266020541772,0.000397533531531773,-0.0432743808169285,0.0172066420667856,0.069618826347595,0.0363946512097563,0.0635703756052873,0.0143048553733157,0.0297318993947412,0.0433945580164767,-0.0590199811252888,-0.0206125365765619,0.0390410980636005,0.159250970484216,-0.103327063041188,-0.00137907371242817,0.000643992301862507,-0.049266197760666,0.0413118129159747,-0.0115272397916466,0.0111739907240733,-0.0315634402781766,-0.0172564225298389,-0.00236050587178205,-0.0643948010671475,-0.0658155614444615,0.0926433654427157,0.0682424135985155,-0.0715501091909748,0.0910480217831831,-0.0412460099177065,0.03539201960147,0.176729945215884,-0.0597905205145328,-0.0391166098459504,0.0718585392309633,-0.0681013713132823
"carrera",0.0838264706286183,-0.0151312572925984,0.163853597593372,-0.00413426315815083,0.00767412702823236,-0.0473383667480664,-0.0359595151567907,0.0842003682782713,-0.109969897169895,0.0824304351653528,-0.000178047171924717,-0.0130186039363158,-0.0233713092196281,0.0811193920463795,0.0526737399515067,0.0604889520892546,0.0557739095240745,0.0557260403678032,0.120698723137022,0.0534104622777059,-0.0569371072205752,0.00426347152762151,0.071313715376474,0.0553846863061634,0.122388553966183,-0.0239989635857327,1,-0.00126782181255764,0.0314651205878407,-0.041061597735762,-0.152408967054324,0.0543544845423105,0.0429673927594976,-0.0220548148420996,-0.0149513439279468,-0.0324794892742682,-0.164670419546571,0.057230512399212,0.0752485993370776,-0.0668955047944403,-0.115968233386396,0.231452890864928,0.164508385104261,0.0670313953923922,0.0816356301697401,0.12782594946315,-0.0900934180573377,-0.0308190148471827,0.22853002232066,0.028643481479657,-0.0456637421548016,-0.0153689860060758,-0.0272523035498995,0.0107153366467791,0.111525786912504,0.121775995818894,0.0701233630709891,0.0288586622817698,0.000954721222700702,-0.0748136913160001,0.0153219419169094,0.067704625289683,-0.00169354382133573,0.0655261850974343,-0.0609067269515218,-0.105993429443289,-0.00691589710604703,0.0259719311203514,0.00894883372011979,0.134523433552971,0.041695602818848,0.0913968225644323,0.0482447329780811,-0.0364098587066174,0.0571482503681473,0.0661305061366389,0.157744770187195,0.0280249413262464,0.0847016287111826,0.114650952414952,0.0444114927555828,0.0388512579290266,0.0635039473202095,0.252359380681778,-0.0980994793757105,0.0660642789011959,0.0976438625108294,0.0517303648094854,0.175940407373132,0.000350793883400989,0.156018670507259,-0.00491196329341732,-0.120267531582898,-0.0209060190510895,-0.0556100103369879,-0.0908709067673873,0.155656797001035,-0.0211243549503934,0.000322262935238326,0.0892681715018859,0.0672965621073801,-0.00492512718818119,-0.0561662927545666,-0.00148465758220916,0.0521763543797491,0.0833899902342292,0.0910625216782951,0.162492570924303,-0.00454785301496048,0.0687932269738518,-0.0129025106404438,0.0537187609740377,0.0038822017296966,-0.0314140478886432,-0.00514123420729491,0.0594584418665314,0.0425581284454355,-0.0785951817463434,-0.0454815250862333,-0.0286950652462107,0.0474617024880632,-0.00726144422251217,-0.000669436793257058,-0.00042081449403532,-0.0526346516257295,-0.0437384842967488,0.0128007729871524,-0.0141775910248837,0.0494994170890673,0.00410482076601023,0.00842043851332095,-0.00715477342382631,-0.0524912926163462,-0.0182726877735186
"cautivadora",0.0304556946109646,-0.0214887956247135,-0.00887923854893424,-0.0233674119120242,0.0259172435488681,0.171035103124045,0.261764915289647,0.136652165585184,0.00423964333078902,0.145800880220243,0.0476603827000226,0.0435839697314683,-0.0812011925086796,0.11933808839505,0.313130496643295,0.237845903404012,0.026941332897278,-0.187117842965948,0.00979451934661986,0.0606267288131918,0.351866671782592,0.313556514462983,-0.0457709720667547,0.182147902062698,-0.060919659289461,0.032368353446747,-0.00126782181255764,1,0.249852519602232,0.00971250368033845,0.0994420313218655,0.0213369342537692,-0.0502165857401357,-0.0641123282025945,0.0832277886549022,-0.120477190136461,0.0321537228234906,-0.0700158764163222,-0.0360650313734062,0.115193824874281,-0.0123322988900057,0.00374649939632273,0.0316909135888367,0.0789172766161445,0.0476522588106449,0.0817639158610997,0.301505858019205,0.20935297465718,-0.00642227733697831,-0.0484031936264452,0.046594899142841,0.292439454729688,0.386498342257246,-0.00883506558285336,-0.0674793158108587,0.0453477795154057,0.022379746760632,0.072425702735068,0.122428386799611,0.0143582091653638,0.0782991638778803,0.118791684743986,0.0243713839552171,0.00858991170412212,0.209576131290357,0.0775696663278906,0.0545132738313766,0.0277179608967636,-0.135775603361712,0.0350211363630793,-0.0130300848922927,-0.0217220409163838,0.00746971998813541,-0.0176204645691024,-0.0243914905566563,0.0249684811057298,-0.119905633246929,-0.234609940834746,-0.0421970287885992,0.226628426063585,0.199989926945845,-0.0651897038659116,-0.0904974732868176,-0.110452974135034,0.0908752105613854,-0.173869826734902,0.103103581767779,0.0134494425130955,0.0416408759332711,0.0964957764071286,0.141971110373702,0.217112443030013,0.029428539317358,0.152281654488501,0.0175703805746994,0.0518155192207833,-0.00726183099993154,0.0427471595330358,-0.0170752829090797,0.0630784151960478,-0.0365989046334799,-0.00877785965421983,-0.00994658112582342,-0.0450657645804326,-0.0922099124383316,-0.00467078131701186,0.0477107325483506,-0.0115390833171032,0.0453727209167806,0.0597958104733864,0.0126633161854621,-0.0676577774546693,-0.0074384001443395,-0.0295481748586009,-0.000334583278112752,0.00758795326872399,-0.0448560640782099,0.0611748583744032,0.0314950998887735,-0.00750437050486012,-0.0729741572420912,-0.0592948590878963,-0.124777464747921,0.0242489754368233,0.0858636730963026,0.0385636811545722,-0.0436317595967543,0.0933238247276483,-0.142490876132135,-0.0316611386170808,-0.0658684230385077,0.176270127037578,-0.0225567564802744,0.0081391736607231
"chica",0.12311526483507,-0.0355916679593533,0.0878306438459473,-0.00216897334679735,0.114715160011139,0.287199623416879,0.311950064546195,0.144499300365595,-0.0270735201226193,0.131459706813049,0.0564167556390308,0.109105578382902,0.0707536450264433,0.0181969523126838,0.470106412468242,0.346625122764344,-0.050058972847349,-0.224501830881802,0.117749266854535,0.227879112577004,0.367372493463106,0.247009243906083,0.0666067355540285,0.252061207153264,0.0711814576734304,-0.0168100848434621,0.0314651205878407,0.249852519602232,1,0.0197811488154234,0.0565442437208836,-0.0500270808497928,-0.0908798055928298,-0.142494401340474,0.176932049541231,-0.120879458059538,0.0470832548915449,0.154968980578973,0.123308284030147,-0.0603495141002858,0.0628205550901313,-0.0475834581805823,0.117873038255676,0.126050216621386,0.219399423886057,0.00183512992090495,0.3283862541417,0.240401705647051,0.0814745762701891,-0.0502371298894907,-0.0695755495670722,0.269280018751308,0.418664497165269,0.117693262107853,-0.0188956471147492,0.123465670017668,0.172537116652779,-0.0259138197597871,0.174735073977145,0.0776653922358378,0.262149374647841,0.0143592003815147,-0.01984449271977,0.0933971181648003,0.17068431178624,0.0878019745128575,0.0989871791452297,0.227644731535489,0.0232358470774853,-0.141061585721524,-0.0742726486246921,-0.143730012489057,0.0558762467741078,-0.0753232364327833,0.0723898983788665,-0.0695967348825785,-0.135475544518061,-0.0665515296145747,-0.127867509558821,0.361085106013506,0.0326531940441319,-0.0670746243249202,-0.0547038157657264,-0.31355092682284,0.369971100244783,0.0227735789428097,-0.0365667939592631,0.253003363081481,0.170001020846809,0.0788827943493974,0.176218450863522,0.610012992492619,-0.00187891418004066,0.085498121825379,-0.0519407722192988,0.235619699825723,-0.0804702752895981,-0.0373237431896924,0.1517359117425,0.131706939512903,-0.0282169718807014,-0.0383332676511463,-0.0786058669304169,0.293203483806177,-0.191003158246814,0.218374837774809,0.08663170154898,-0.183334415179953,-0.0347219928410504,0.0135927419804841,0.124605115986452,-0.113885752989385,-0.114541021765956,-0.0618238606062458,-0.0716551217750624,-0.10529193427053,0.161615049585895,0.020349132432684,-0.0545667130131113,-0.128585510227908,-0.095792262367504,-0.161870576662611,-0.0744612892892605,-0.00607662908360992,0.203446287859253,0.135013288996718,0.11291059628333,-0.0232781826928576,0.0477836771959727,0.0748591629848798,-0.068591550235721,0.180296341622102,0.0380596527395534,0.361380925292517
"chillón",0.00401756413845126,-0.0322935234559096,-0.0603131015137194,0.0715174008651097,0.137440588385656,-0.0228358495792693,0.0462296725435443,0.0300057694059471,0.0645793231268592,0.070035709575897,-0.0779626528369804,0.0510745235134274,0.0100210563424859,0.0264417188808678,0.0268753812913756,0.0412104970135704,0.0930374430305728,-0.00185912375290159,0.0988032914958445,0.0215704063085936,0.0595070698170299,0.0494193129276287,-0.0211367357559735,-0.0116260088598905,0.060324809273537,0.0672774863538586,-0.041061597735762,0.00971250368033845,0.0197811488154234,1,0.0976802113773376,-0.0411054664857476,0.06923077855965,-0.0274535190320397,0.08822819685322,0.0102802330810609,0.0445265741859486,0.0090506632875148,0.00777563999623023,0.0480136130238442,0.128767888322496,-0.00685893992458408,0.022194579441489,-0.00820287316180799,0.137084659135899,0.00258805741697496,0.138416516139819,0.0911605214982365,-0.0439579096478633,-0.0336018474903611,-0.0769521998992422,0.055706909868724,0.0469909351464746,0.0290522705528796,-0.0186125996120333,0.0288451092205551,-0.0515495403794054,-0.0485075454780324,0.00927471641833148,0.0723304858056011,-0.00732449818611534,0.054779727447955,0.0147276626616921,0.00123852328936925,0.0274714302276289,0.0770999271438344,0.0773813007137764,0.0548842690201749,-0.000582218218835736,0.0168233258391872,-0.0832179319816375,0.0558597630731693,0.033251191156924,-0.0238121247465566,0.0482435048876047,-0.0691181838106296,-0.0561939815146808,-0.00588296013583787,-0.0411515914377038,0.0562267827083439,0.035749430505121,0.00499314489603952,-0.015170693606971,0.00685749311729033,0.101468347497125,0.0133652010933381,0.030247278630497,0.0756998549578838,-0.0696052009636364,0.0335741754133264,-0.0761519122998767,0.0189741214579037,-0.00694944546922233,0.0202515431961293,-0.0193358046117212,0.0314639354220294,-0.0268432730453905,0.0116207770672298,0.0450037387350529,0.128695509868891,0.0112552530303674,0.0451031658865084,-0.0942582614590719,0.0236550385173304,-0.0466294980215654,0.0355695509408166,0.0584239062004085,-0.0215052526783503,-0.0385926696019411,0.0119726162967834,0.0786231549394888,-0.0711480004262219,0.0665609580654184,-0.030627045972534,-0.0790527920363583,-0.019785153711446,0.0425309821930403,0.0433450052291171,-0.0641898375227619,-0.0760223567296032,0.00110637068789875,0.0363995098633311,-0.0139694417886543,0.0729303289923846,0.0545006514283906,-0.0473997891036133,0.102233236395867,-0.0258057917222093,-0.0200452750128977,0.0180045220556957,-0.0201396247804868,0.0286129369636066,0.0781491051531343,0.0521668261566805
"cielo",-0.0761273708376233,-0.00417272041687014,-0.186839681920871,0.044935933111016,0.00955775403919744,0.149325679454048,0.390940312364774,0.0343704129066519,0.109316306074224,0.00160942988969582,-0.0236600413050465,-0.056648366045283,-0.0317458268489567,-0.0163184792167222,-0.0685092845018099,-0.0762749880471199,-0.00791086956728763,-0.182034456771248,-0.0370882228503332,0.0514014244440351,0.22203809585393,0.253954249697964,-0.0195652435089362,0.139954713372007,0.0143753420159047,0.13128015426862,-0.152408967054324,0.0994420313218655,0.0565442437208836,0.0976802113773376,1,-0.268380648282197,-0.114549837540456,-0.143296937330357,-0.0351891279542145,-0.11525649009563,0.170446228689073,0.0337913050771688,0.0318758020608785,0.0768851529908421,0.261662519260846,-0.0699977269007231,-0.043583030367606,-0.0309154124073128,0.0472610279548453,-0.0560543227255163,0.366822651404126,0.202713723000953,-0.197950948067565,-0.243660171799775,-0.214714870404993,0.0294579492502208,0.0881421322873538,-0.0353234419984097,-0.0971282094361261,-0.165145327936779,-0.028558649669111,0.0677160238695226,-0.0855364915888873,-0.0193607004352884,-0.0522077387763616,-0.0598535153407395,-0.0564351200854025,-0.139082385541508,0.0974554242053504,0.0330884120820027,0.0423720546291287,0.0654800182831857,-0.220444299780958,-0.0530008943685138,-0.250909621591147,-0.10890512695177,0.0611673984234445,-0.142994562503729,-0.0380200388119431,0.0500578561197552,-0.12735642396531,-0.218846731509378,-0.148372011212688,0.013282079843932,-0.023139286921837,0.0194730106128958,-0.0196558799894335,-0.0965345243093597,0.216492417354179,-0.134832873313649,0.0252457746943687,0.12484975494365,-0.0172335983031652,0.0337103128220604,0.0512471674329945,0.0503797802529507,-0.134863390002986,0.0555765976023647,-0.155497760674376,-0.0366750079063342,0.0878956973352914,-0.0315661584402281,0.189416235116344,-0.020831303822953,-0.0035884605126348,0.137653554478524,0.0606615977802728,0.0625731708011378,0.152943351689909,-0.0570017946519065,-0.0953846565076015,-0.0680794767405431,0.0174501364352087,-0.140954222822145,-0.016688633891022,-0.105008319285733,-0.118197730767621,0.0392994694181344,0.0741090532709869,-0.0940476742417531,0.0314109873013901,0.161674146267746,-0.0586781347181094,-0.0894710999985536,-0.0445394363819848,-0.0881512341657956,-0.0579576445316856,0.0110958057786059,0.00501768004310877,-0.171506161597177,0.128618098959671,-0.0911492837177955,-0.218773112725616,0.0304706121821181,-0.0890258576049828,0.0539570837841683,0.0712555924509445,0.0778306996269858
"comportamiento",0.0269862785585542,0.0458015585677581,0.452510181354413,0.155073715563069,0.0543755694282718,0.0691317665431207,-0.0321226168688695,0.03481096019354,-0.00728215871102661,0.025445605926847,0.245455781108583,0.157861988249247,0.0404383195052458,0.131588772912187,0.14588274370423,0.138237659858158,0.076494697077838,0.270105044133624,-0.150955638248068,-0.022644766964995,-0.00780322086368692,-0.0275303684472915,0.0540521307507451,-0.00629478023057316,-0.0549244340574472,-0.0842362473412985,0.0543544845423105,0.0213369342537692,-0.0500270808497928,-0.0411054664857476,-0.268380648282197,1,0.113349156665874,0.1562499100866,0.129857246298241,0.228337681338791,0.0483934213561354,0.14702465688695,0.0786515377052385,0.158249809848183,0.0467110174670525,0.0481744681766026,0.161747751700501,0.0329217806070156,-0.00468990956247377,0.127100717912187,-0.069862102892891,0.0179603741884234,0.244634751814284,0.11811865740219,0.200218503974921,0.0877389901792801,0.0643663332262736,0.0875273946923628,0.247959820317193,0.0908626614389136,0.0672489091685077,-0.0112160635641418,0.0152185843429989,0.0020058646126121,0.125860478227926,0.115205437731718,0.0855685128685539,0.00402137795215848,-0.080959932261068,-0.0670079194733758,0.026634060829625,0.136788731360199,0.190619630121885,0.114692592098074,0.200601186516945,0.100196110566794,0.0963937712127545,0.0957671635414497,0.25706291718891,0.148732941166137,-0.0443352842756774,-0.0364999798628064,0.100761418459385,0.172224580479931,0.103683019956416,0.0465333242203678,0.0150630014226289,0.0507489458556835,-0.00206856744887201,-0.011636855948564,-0.0498102921195887,0.158789143065064,0.262295170689765,0.019533134878368,0.174120297759483,0.0979202251838292,0.107941670989057,0.248971554577255,-0.0184791254282737,0.0430494133779536,0.120266800933587,0.112871203495382,0.0264722255787009,0.0269673466485673,0.125821689467664,-0.0510272566448663,0.0766904509259058,-0.137048209286482,0.130275961751536,-0.0426739031505746,0.123052356941415,0.131529378226606,0.10890771706257,0.191853188700259,-0.0358443454050076,0.18626864814768,0.0262351226401666,0.0885553350208703,0.131952292042804,0.00399057034740216,-0.136587725536699,-0.0479826669930398,0.157523353459962,0.0786572768962694,-0.0162654340205512,0.151122943144124,0.0587301025844388,-0.037671938814416,-0.00752973526167651,0.161255790494356,-0.127235306638749,0.134287922425842,0.228691992298793,-0.00807385450396877,0.326216274259701,-0.0960384835481992,-0.029244305124097,-0.0643778313445978
"condena",0.133907579961633,0.0648110976146568,0.0684748551135298,0.225512090935579,0.00630905895131218,-0.000969125755151641,0.00556050361162386,-0.00514914907940841,0.0173313405734401,-0.00816340258559579,-0.0943268869238859,0.0412028621661447,0.00208819632035709,-0.0174960546864774,-0.0756323390780311,-0.105544251573651,0.00348941172401586,0.300683544673259,-0.0718407820137779,-0.00281013050863243,-0.0770696727962769,-0.0424133941194106,-0.0384646587617729,-0.0316697253839903,-0.0383786744031253,-0.104576114744843,0.0429673927594976,-0.0502165857401357,-0.0908798055928298,0.06923077855965,-0.114549837540456,0.113349156665874,1,0.390369030901199,0.0285763341711147,0.315175385967761,0.018451499606423,0.163573628691512,0.00639946732487974,0.129947282158525,0.00336422504774055,-0.0198207901914567,0.173087450961387,0.00393483990026005,-0.0139087957886672,0.0192773052433783,-0.0853045703200656,-0.0279915382865505,0.111223405679573,0.115069606612525,0.0493049913447176,-0.156188805847455,-0.130103442342129,-0.00754293805460372,0.136064628337584,0.154939623052717,0.0910457849631511,-0.0448858239189038,-0.0435514380374075,-0.0148381422632327,-0.0117655534502162,0.0124135077070966,-0.0188196336301573,-0.039516915770605,-0.0811117323617339,-0.0198515123063452,-0.0207869721112952,0.0441904633176814,0.396199159289206,0.0608270403613087,0.160624261640813,0.123340616831986,-0.0389736145809484,0.0416493355034403,0.0875265249031075,0.0915112880628966,0.00245332466357577,-0.0242478229865947,0.119905964299574,0.0152207508558236,-0.0693610809143654,0.177762359636075,0.0310650141117268,0.0496271151364057,0.0110300662983751,0.154815159167083,-0.103448433572358,-0.0126578453665104,0.0601974109876781,0.0228022922096435,0.124240871486593,0.0299757477090113,0.195720454020879,0.0350968269756193,0.0294436069705278,0.0250475996289549,0.094377151104354,0.0510153337392474,0.0388642521452241,0.0253311839929056,0.0793051020260136,0.158821068905467,-0.0392285982399233,-0.0486714398830795,0.035095587763766,-0.031380578040985,-0.00691877270310655,0.104982584417522,0.0297157153886707,-0.00475910868327048,0.00849573152143241,0.0413119834833076,-0.0131708966449331,0.0254513811210316,0.133920264088639,0.0672446455584585,-0.0374591009618267,-0.0507376278555334,0.178488971299743,-0.015980091575917,0.0312020711479521,0.305343411740747,0.0965640168237132,-0.0179912110805803,-0.050579829711913,0.179779514478433,-0.0189256280395534,0.104690388144921,0.327135418238674,-0.0109780994046892,0.231182347630103,-0.0600308286652905,-0.166437034755823,-0.00984145292349305
"condenar",0.109437092049588,0.0840338987889463,0.120684265928975,0.251260608607342,0.00944139585779627,0.0420903149687598,0.0102405583549436,-0.00572384599571284,0.0586262679342317,-0.045924776369264,-0.0424453874636504,0.0121161090206714,0.0391775308113297,0.0146389099288727,-0.0362041698909384,-0.0283860673534683,0.00396076598935137,0.3051007363178,-0.0913652150239508,0.0111862665218741,-0.0196597597709316,-0.0256824862180732,0.0214525111796728,-0.0791634168157529,-0.0272191031966412,-0.146658709913521,-0.0220548148420996,-0.0641123282025945,-0.142494401340474,-0.0274535190320397,-0.143296937330357,0.1562499100866,0.390369030901199,1,0.0960016823590427,0.392211828041165,-0.0177527813687772,0.122181570964759,0.0660881739885261,0.0527076670533229,0.0148670637584634,-0.0408034875976162,0.133276780207126,0.00839015598721672,-0.00402694574101102,-0.05166236194971,-0.0969849457598461,-0.0265003450704013,0.0501529952537879,0.0763658793447342,0.0763369800455792,-0.0439021440696901,-0.0175580079226137,0.155899827883517,0.178489198896456,0.113404219200907,0.0897409670025197,-0.0185568124712652,0.0472897709952473,-0.0616737377412299,-0.00159180887712727,0.0685314037648315,0.021441326467036,-0.0823591697158908,-0.0796796721010897,-0.00226675759834871,-0.115700230995641,0.148089749728587,0.293322188469445,0.14425538331827,0.14349303922655,0.182413503864361,0.0285216478507587,0.0522572148986497,0.198683737149922,0.142255776704707,-0.0308118288137754,-0.0172073214596553,0.181248086375164,0.0231502119044925,-0.0442835604524411,0.136530433664929,-0.0166800125434515,0.0353422948639415,-0.0941281406277421,0.157779820580248,-0.120982278134608,-0.060635807301375,0.0919435808152946,-0.0400843598073535,0.133473046279473,0.0303246716204897,0.141933870044377,0.0328710231268806,0.102328314663026,0.0249697282689659,0.107002613374987,0.0144411803455438,0.00808742303725662,-0.0790992995869332,0.0650375371068651,0.0524321473163728,-0.0348794904302179,-0.0440103039822763,0.16457392664843,-0.0501967869254125,0.00390289359719079,0.20037020244371,-0.0269942158040211,-0.0139453190643477,-0.0660888682637792,0.160702797779872,-0.0129639876258366,0.0872482911539931,0.0961122293924143,-0.00630882441999327,-0.0125958648671556,-0.143815245751305,0.194887084486525,-0.0178662114338559,0.00965389736237337,0.338069631557996,0.227108193406233,-0.0100852825500164,-0.0656802862321365,0.232945252816781,-0.069596881302237,-0.0188897278173316,0.240403731426203,-0.0114876394699936,0.234023427380152,-0.0781006888593362,-0.132809841405941,-0.033252637090464
"coqueteo",0.0206930282824919,-0.0194617071319342,0.0494834308694093,0.0821149889159144,0.0847352839652908,0.148437901674568,0.107639870120091,0.122760073578089,-0.0585851143505061,0.0252299545979118,0.0825901860428637,0.104724350897315,0.00670707827005008,0.0855560813587772,0.168887786005345,0.174665343771263,0.0285351832931438,0.0287648022692293,-0.0223039362998956,0.0859640040766505,0.214564344267739,0.0937807152842177,0.0127038948059452,0.118744035773867,-0.027238098832828,-0.0763680626086944,-0.0149513439279468,0.0832277886549022,0.176932049541231,0.08822819685322,-0.0351891279542145,0.129857246298241,0.0285763341711147,0.0960016823590427,1,-0.0337770129315922,-0.038965320595213,0.0109364205176415,0.024772938566796,-0.0838196966948995,0.0335521877591106,0.0459676578999366,0.138738824144126,-0.0184026001082767,0.0764283010316874,0.058994466363814,0.148962112395612,0.115901863386045,0.0869291680739778,0.0281977739571357,0.0331455208442199,0.265850414339625,0.257870091805259,0.0492851299638084,-0.00106352995611683,0.226070580908395,0.101478856943568,-0.0416162177780056,0.0398067162060499,0.0473203646310185,0.138857161173973,0.0713514919841121,0.0257190099984642,0.103770370514026,0.00470215772738924,0.0543665145705227,0.0312198911556173,0.0230026733945702,0.0112908656781458,0.0682844959901335,-0.00222497194000986,-0.0504429902662214,-0.0378349643121955,0.0215620064351575,0.121785608804753,0.0322409173730386,-0.0421458232488574,-0.0130648270349724,0.0107619068339128,0.203330119174238,0.122026416069358,0.0243640544932145,-0.0697657921259742,-0.122055163104089,0.110125327770162,-0.0243507980844234,0.0805716778949226,0.0225708766340312,0.0881042244379061,0.042572131125288,0.144080642181669,0.230998392002247,-0.000669588035131877,0.0562015777018724,-0.0121577757115936,0.12109927758493,0.0421035136198723,0.0724895493410841,0.0311717757410959,0.0265464704790556,-0.0533205336701538,-0.0136264749727936,-0.0335723010144159,0.039902492354812,-0.0853604669877967,0.0495661443216743,0.0995844534974204,0.0245799241194149,0.142542328881358,0.0416957057002581,0.0193727857645651,0.00313941283083383,0.0385302582146856,-0.0285675364041025,0.0211710312567548,-0.0939640357501656,0.0435425133899021,0.00810285903238178,0.0133661408959448,-0.0484283544023683,-0.00835135053379968,0.0397772331496551,-0.0382835263006312,-0.0827652742130559,0.0605875093143535,0.108408057171268,0.0183369996178132,-0.0070118082903002,0.0555434047167249,0.0645749060596294,0.0389099495718901,0.0870652202718629,0.0526576212549948,0.1330374732811
"crimen",0.117829833970695,0.08661327076745,0.0981257694636764,0.352946029130109,0.0499361454757893,-0.0011627172245678,-0.00613705978350571,0.0431669680095726,0.0662298673238767,-0.00134845333251863,0.129456610811971,0.0671719259013297,-0.0238806310110802,0.094406222373525,-0.0576848556538625,-0.0590870884275978,0.0799610702046971,0.224118192997217,-0.0575157522388601,-0.0228601124700094,-0.089816925692055,-0.0648796838786039,0.00668045991162042,-0.148095405938643,-0.065145302695141,-0.0483898972451889,-0.0324794892742682,-0.120477190136461,-0.120879458059538,0.0102802330810609,-0.11525649009563,0.228337681338791,0.315175385967761,0.392211828041165,-0.0337770129315922,1,0.244111748109321,0.109327909093304,0.00884275496436116,0.112993331981758,0.0821215057886922,-0.00556597845240915,0.0273375936786702,-0.102383485807952,-0.0614379225273842,-0.0111798858829069,-0.167462786089626,-0.0777703064581875,-0.0271654851449251,0.227440611709295,0.0865940954201637,-0.13413114745428,-0.0903872581817659,0.121186701632546,0.18632360885038,0.149057203865659,0.0572900427484924,0.0246901585472958,0.135151770112182,-0.041666643529965,0.0173931907762272,0.116817814664887,0.00518605695332906,0.000925657612075081,0.00913041894902239,-0.0895913071137516,0.00179043788796242,0.264054529216529,0.569701606433885,0.0632873310955418,0.265750543474492,0.166220668804692,0.0908559066524026,0.0454370375362975,0.25436879281423,0.159315778109876,-0.0309195132435892,0.0578963091033697,0.102624501611154,0.0388443164514933,-0.0185596948284963,0.129857752195461,0.0206724444591615,0.0629916195393064,-0.070740452452466,0.288676350080041,-0.142371792053655,0.0186636138351875,0.0849018079226701,-0.0303206005396437,0.0716282341768077,0.0886964416447016,0.306679417198387,0.0834517980589266,0.0597943645348136,0.0141169958433615,0.12707117053412,0.0136988368405874,0.0199249979576204,0.0256008196470069,0.135033019936669,0.0536462059719172,0.0704322347976041,-0.0703292408159772,0.136220696656236,0.0570162796460054,0.164524279342481,0.078092874017211,-0.0580395846765156,0.024967370104169,-0.0301752605174638,0.139653827224191,-0.0742290832941054,0.126035532157967,0.15738047247788,-0.00410592764080892,-0.0554272894257547,-0.0536823321878541,0.245773660526865,0.0121959040032208,0.125292876614222,0.333411686898184,0.134819408089537,-0.0395559360290251,-0.00445451540116493,0.50044540467624,-0.126230904384212,-0.00627018118920665,0.381856469516659,-0.026483705036482,0.409923288675789,-0.0204227494218431,-0.0469871077728845,-0.0319499482719342
